mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	TextLine_rit.  	crescendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
47	46	381/2	381/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	488												81						
47	46	191	191	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	489				articStaccatoAbove														
47	46	192	192	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	490												82						
47	46	385/2	385/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	491												82						
47	46	189	189	0.0	0	0	Spanner	2/2	3	1	0																						
47	46	189	189	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	492												83						
47	46	379/2	379/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	493												83						
47	46	190	190	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	494												83						
47	46	381/2	381/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	495												83						
47	46	191	191	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	496												83						
47	46	383/2	383/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	497												83						
47	46	192	192	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	498												83						
47	46	385/2	385/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	499												83						
48	47	193	193	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	500	sind	on-																
48	47	194	194	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	501	uns	-ly																
48	47	195	195	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	502	nur	gone																
48	47	196	196	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	503	vor-	a																
48	47	193	193	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	504				articStaccatoAbove														
48	47	194	194	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	505												84						
48	47	389/2	389/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	506												84						
48	47	195	195	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	507				articStaccatoAbove														
48	47	196	196	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	508												85						
48	47	393/2	393/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	509												85						
48	47	193	193	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	510												83						
48	47	387/2	387/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	511												83						
48	47	194	194	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	512												83						
48	47	389/2	389/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	513												83						
48	47	195	195	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	514												83						
48	47	391/2	391/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	515												83						
48	47	196	196	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	516												83						
48	47	393/2	393/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	517												83						
49	48	197	197	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	518	-aus-	space																
49	48	198	198	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	519	-ge-	be-																
49	48	199	199	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	520	-gan-	-fore																
49	48	197	197	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	521												85						
49	48	198	198	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	522												85						
49	48	199	199	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	523												85						
49	48	197	197	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	524												83						
49	48	395/2	395/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	525																		
49	48	397/2	397/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	526												86						
49	48	199	199	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	527																		
49	48	401/2	401/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	528																		
50	49	201	201	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	529																		
50	49	203	203	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	530	-gen	us,																
50	49	201	201	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	531												85						
50	49	202	202	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	532												85						
50	49	203	203	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	533																		
50	49	201	201	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	534																		
50	49	403/2	403/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	535																		
50	49	405/2	405/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	536												87						
50	49	203	203	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	537												87						
50	49	409/2	409/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	538																		
51	50	208	208	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	539	und	and																
51	50	205	205	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	540																		
51	50	206	206	0.0	1/4	1/4	Dynamic	2/2	2	1	0							pp															
51	50	206	206	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	541												88						
51	50	413/2	413/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	542												88						
51	50	207	207	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	543																		
51	50	208	208	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	544												89						
51	50	417/2	417/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	545												89						
51	50	205	205	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	546																		
51	50	411/2	411/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	547												90						
51	50	206	206	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	548												90						
51	50	413/2	413/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	549												90						
51	50	207	207	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	550												90						
51	50	415/2	415/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	551												90						
51	50	208	208	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	552												90						
51	50	417/2	417/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	553												90						
52	51	209	209	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	554	wer-	now																
52	51	211	211	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	555	-den	but																
52	51	212	212	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	556	nicht	to																
52	51	209	209	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	557																		
52	51	210	210	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	558												91						
52	51	421/2	421/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	559												91						
52	51	211	211	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	560																		
52	51	212	212	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	561												92						
52	51	425/2	425/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	562												92						
52	51	209	209	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	563												90						
52	51	419/2	419/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	564												90						
52	51	210	210	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	565												90						
52	51	421/2	421/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	566												90						
52	51	211	211	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	567												90						
52	51	423/2	423/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	568												90						
52	51	212	212	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	569												90						
52	51	425/2	425/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	570												90						
53	52	213	213	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	571	wie-	fol-										93						
53	52	214	214	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	572																		
53	52	215	215	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	573	-der	-low																
53	52	216	216	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	574	nach	their																
53	52	213	213	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	575																		
53	52	214	214	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	576												94						
53	52	429/2	429/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	577												94						
53	52	215	215	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	578																		
53	52	216	216	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	579												95						
53	52	433/2	433/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	580												95						
53	52	213	213	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	581												90						
53	52	427/2	427/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	582												90						
53	52	214	214	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	583												90						
53	52	429/2	429/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	584												90						
53	52	215	215	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	585																		
54	53	217	217	1.0	0	0	Chord	3/2	1	1	1/4		1/4	1	586	Haus	prayers										96						
54	53	218	218	1.0	1/4	1/4	Chord	3/2	1	1	1/4		1/4	1	587												96						
54	53	219	219	3.0	1/2	1/2	Chord	3/2	1	1	3/4		1/2	3/2	588																		
54	53	222	222	1.0	5/4	5/4	Chord	3/2	1	1	1/4		1/4	1	589	ver-	im-																
54	53	217	217	1.0	0	0	Chord	3/2	2	1	1/4		1/4	1	590				articAccentAbove								97						
54	53	218	218	1.0	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	591												97						
54	53	219	219	2.0	1/2	1/2	Chord	3/2	2	1	1/2		1/2	1	592												97						
54	53	221	221	0.5	1	1	Chord	3/2	2	1	1/8		1/8	1	593												97						
54	53	443/2	443/2	0.5	9/8	9/8	Chord	3/2	2	1	1/8		1/8	1	594												97						
54	53	222	222	0.5	5/4	5/4	Chord	3/2	2	1	1/8		1/8	1	595												97						
54	53	445/2	445/2	0.5	11/8	11/8	Chord	3/2	2	1	1/8		1/8	1	596																		
54	53	217	217	1.0	0	0	Chord	3/2	2	2	1/4		1/4	1	597																		
54	53	218	218	1.0	1/4	1/4	Chord	3/2	2	2	1/4		1/4	1	598																		
54	53	219	219	3.0	1/2	1/2	Chord	3/2	2	2	3/4		1/2	3/2	599																		
54	53	222	222	1.0	5/4	5/4	Chord	3/2	2	2	1/4		1/4	1	600																		
54	53	217	217	0.5	0	0	Chord	3/2	3	1	1/8		1/8	1	601												98						
54	53	435/2	435/2	0.5	1/8	1/8	Chord	3/2	3	1	1/8		1/8	1	602												98						
54	53	218	218	0.5	1/4	1/4	Chord	3/2	3	1	1/8		1/8	1	603												98						
54	53	437/2	437/2	0.5	3/8	3/8	Chord	3/2	3	1	1/8		1/8	1	604												98						
54	53	219	219	0.5	1/2	1/2	Chord	3/2	3	1	1/8		1/8	1	605												98						
54	53	439/2	439/2	0.5	5/8	5/8	Chord	3/2	3	1	1/8		1/8	1	606												98						
54	53	220	220	0.5	3/4	3/4	Chord	3/2	3	1	1/8		1/8	1	607												98						
54	53	441/2	441/2	0.5	7/8	7/8	Chord	3/2	3	1	1/8		1/8	1	608												98						
54	53	221	221	1.0	1	1	Chord	3/2	3	1	1/4		1/4	1	609												98						
54	53	222	222	1.0	5/4	5/4	Chord	3/2	3	1	1/4		1/4	1	610																		
55	54	223	223	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	611	-lan-	-plore																
55	54	225	225	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	612	-gen!	us!																
55	54	223	223	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	613												99						
55	54	224	224	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	614												99						
55	54	225	225	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	615												99						
55	54	226	226	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	616																		
55	54	223	223	0.0	0	0	Dynamic	2/2	3	1	0							other-dynamics															
55	54	223	223	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	617												100						
55	54	447/2	447/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	618																		
55	54	449/2	449/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	619												101						
55	54	225	225	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	620												101						
55	54	451/2	451/2	1.0	5/8	5/8	Chord	2/2	3	1	1/4		1/4	1	621																		
55	54	453/2	453/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	622												102						
56	55	227	227	0.0	0	0	Spanner	2/2	2	1	0																				16		
56	55	227	227	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	623												103				16		
56	55	228	228	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	624												103				16		
56	55	229	229	0.0	1/2	1/2	Spanner	2/2	2	1	0																103					13	
56	55	229	229	0.0	1/2	1/2	Spanner	2/2	2	1	0																103					13	
56	55	229	229	0.0	1/2	1/2	Chord	2/2	2	1	0	acciaccatura	1/8	1	625												103					13	
56	55	229	229	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	626				articAccentBelow								103					13	
56	55	230	230	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	627																	13	
56	55	227	227	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	628												102						
56	55	455/2	455/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	629																		
56	55	457/2	457/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	630												104						
56	55	229	229	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	631																		
57	56	231	231	0.0	0	0	Spanner	2/2	2	1	0																						
57	56	231	231	0.0	0	0	Spanner	2/2	2	1	0																				17		
57	56	231	231	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	632												105				17		
57	56	232	232	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	633												105				17		
57	56	233	233	0.0	1/2	1/2	Spanner	2/2	2	1	0																						
57	56	233	233	0.0	1/2	1/2	Spanner	2/2	2	1	0																					14	
57	56	233	233	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	634				articAccentAbove													14	
57	56	231	231	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	635												106						
57	56	463/2	463/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	636																		
57	56	465/2	465/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	637												107						
57	56	233	233	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	638												107						
57	56	469/2	469/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	639																		
58	57	235	235	0.0	0	0	Spanner	2/2	2	1	0																						
58	57	235	235	0.0	0	0	Spanner	2/2	2	1	0																				18		
58	57	235	235	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	640												108				18		
58	57	236	236	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	641												108				18		
58	57	237	237	0.0	1/2	1/2	Spanner	2/2	2	1	0																						
58	57	237	237	0.0	1/2	1/2	Spanner	2/2	2	1	0																					15	
58	57	237	237	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	642				articAccentAbove													15	
58	57	235	235	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	643												109						
58	57	471/2	471/2	1.0	1/8	1/8	Chord	2/2	3	1	1/4		1/4	1	644																		
58	57	473/2	473/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	645												110						
58	57	237	237	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	646												110						
58	57	477/2	477/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	647																		
59	58	243	243	0.0	1	1	StaffText	3/2	1	1	0									sehr zart													
59	58	243	243	0.0	1	1	StaffText	3/2	1	1	0									con molto tenerezza													
59	58	244	244	1.0	5/4	5/4	Chord	3/2	1	1	1/4		1/4	1	648	Wir	We’ll																
59	58	239	239	0.0	0	0	StaffText	3/2	2	1	0									poco rit.													
59	58	239	239	0.0	0	0	Dynamic	3/2	2	1	0							pp															
59	58	239	239	0.0	0	0	Spanner	3/2	2	1	0																						
59	58	239	239	0.0	0	0	Spanner	3/2	2	1	0																				19		
59	58	239	239	1.0	0	0	Chord	3/2	2	1	1/4		1/4	1	649												111				19		
59	58	240	240	1.0	1/4	1/4	Chord	3/2	2	1	1/4		1/4	1	650												111				19		
59	58	241	241	0.0	1/2	1/2	Spanner	3/2	2	1	0																						
59	58	241	241	0.0	1/2	1/2	Spanner	3/2	2	1	0																					16	
59	58	241	241	4.0	1/2	1/2	Chord	3/2	2	1	1		1	1	651				articAccentAbove													16	
59	58	243	243	0.0	1	1	Spanner	3/2	2	1	0																						
59	58	241	241	2.0	1/2	1/2	Chord	3/2	2	2	1/2		1/2	1	652																		
59	58	239	239	0.5	0	0	Chord	3/2	3	1	1/8		1/8	1	653												112						
59	58	479/2	479/2	0.5	1/8	1/8	Chord	3/2	3	1	1/8		1/8	1	654												112						
59	58	240	240	0.5	1/4	1/4	Chord	3/2	3	1	1/8		1/8	1	655												112						
59	58	481/2	481/2	0.5	3/8	3/8	Chord	3/2	3	1	1/8		1/8	1	656												112						
59	58	483/2	483/2	0.5	5/8	5/8	Chord	3/2	3	1	1/8		1/8	1	657												112						
59	58	242	242	0.5	3/4	3/4	Chord	3/2	3	1	1/8		1/8	1	658												112						
59	58	485/2	485/2	0.5	7/8	7/8	Chord	3/2	3	1	1/8		1/8	1	659												112						
59	58	243	243	0.5	1	1	Chord	3/2	3	1	1/8		1/8	1	660												112						
59	58	487/2	487/2	0.5	9/8	9/8	Chord	3/2	3	1	1/8		1/8	1	661												112						
59	58	244	244	1.0	5/4	5/4	Chord	3/2	3	1	1/4		1/4	1	662																		
60	59	245	245	0.0	0	0	StaffText	2/2	1	1	0									a tempo													
60	59	245	245	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	663	ho-	fol-																
60	59	247	247	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	664	-len	-low																
60	59	248	248	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	665	sie	their																
60	59	245	245	0.0	0	0	Dynamic	2/2	2	1	0							other-dynamics															
60	59	245	245	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	666												113						
60	59	247	247	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	667												113						
60	59	248	248	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	668												113						
60	59	245	245	4.0	0	0	Chord	2/2	3	1	1		1	1	669																		
61	60	249	249	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	670	ein	flight										114						
61	60	251	251	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	671																		
61	60	249	249	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	672												113						
61	60	251	251	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	673																		
61	60	249	249	4.0	0	0	Chord	2/2	3	1	1		1	1	674																		
62	61	253	253	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	675	auf	to										115						
62	61	254	254	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	676																		
62	61	255	255	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	677	je-	yon-																
62	61	256	256	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	678	-nen	-der																
62	61	253	253	0.0	0	0	StaffText	2/2	2	1	0									espr.													
62	61	253	253	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	679												116						
62	61	254	254	0.0	1/4	1/4	Spanner	2/2	2	1	0																116					17	
62	61	254	254	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	680												116					17	
62	61	255	255	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	681												116					17	
62	61	256	256	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	682												116					17	
62	61	253	253	4.0	0	0	Chord	2/2	3	1	1		1	1	683												117						
63	62	257	257	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	684	Höh’n!	height!										118						
63	62	258	258	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	685												118						
63	62	259	259	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	686																		
63	62	260	260	0.0	3/4	3/4	StaffText	2/2	1	1	0									  warm													
63	62	260	260	0.0	3/4	3/4	StaffText	2/2	1	1	0									caloroso													
63	62	260	260	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	687	Im	To																
63	62	257	257	0.0	0	0	Spanner	2/2	2	1	0																116						
63	62	257	257	0.0	0	0	Spanner	2/2	2	1	0																116				20		
63	62	257	257	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	688												116				20		
63	62	258	258	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	689												116				20		
63	62	259	259	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	690												116				20		
63	62	260	260	0.0	3/4	3/4	Spanner	2/2	2	1	0																						
63	62	260	260	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	691																		
63	62	257	257	0.0	0	0	Spanner	2/2	3	1	0																117				21		
63	62	257	257	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	692												117				21		
63	62	259	259	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	693																21		
63	62	257	257	4.0	0	0	Chord	2/2	3	2	1		1	1	694																21		
64	63	261	261	0.0	0	0	StaffText	2/2	1	1	0									nicht schleppen													
64	63	261	261	0.0	0	0	StaffText	2/2	1	1	0									non trainando													
64	63	261	261	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	695	Son-	realms										119						
64	63	263	263	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	696												119						
64	63	264	264	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	697												119						
64	63	261	261	0.0	0	0	StaffText	2/2	2	1	0									zart													
64	63	261	261	0.0	0	0	Dynamic	2/2	2	1	0							p															
64	63	261	261	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	698												120						
64	63	263	263	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	699												120						
64	63	264	264	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	700												120						
64	63	261	261	0.0	0	0	Spanner	2/2	3	1	0																						
64	63	261	261	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	701												121						
64	63	262	262	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	702												121						
64	63	263	263	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	703												121						
64	63	264	264	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	704												121						
65	64	265	265	0.0	0	0	Spanner	2/2	1	1	0																119				22		
65	64	265	265	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	705												119				22		
65	64	266	266	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	706												119				22		
65	64	267	267	0.0	1/2	1/2	Spanner	2/2	1	1	0																						
65	64	267	267	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	707				articAccentAbove														
65	64	268	268	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	708	-nen-	of																
65	64	265	265	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	709												120						
65	64	266	266	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	710												120						
65	64	267	267	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	711												120						
65	64	268	268	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	712																		
65	64	265	265	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	713												121						
65	64	266	266	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	714												121						
65	64	267	267	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	715																		
66	65	269	269	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	716	-schein!	light!		articAccentAbove								122						
66	65	270	270	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	717												122						
66	65	271	271	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	718																		
66	65	272	272	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	719	Der	The																
66	65	269	269	0.0	0	0	Spanner	2/2	2	1	0																			1			
66	65	269	269	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	720												123			1			
66	65	270	270	0.0	1/4	1/4	Spanner	2/2	2	1	0																123						
66	65	270	270	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	721												123						
66	65	271	271	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	722				articAccentAbove								123						
66	65	272	272	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	723																		
66	65	269	269	4.0	0	0	Chord	2/2	2	2	1		1	1	724																		
66	65	269	269	4.0	0	0	Chord	2/2	3	1	1		1	1	725												124						
66	65	269	269	4.0	0	0	Chord	2/2	3	2	1		1	1	726																		
67	66	273	273	0.0	0	0	StaffText	2/2	1	1	0									steigernd													
67	66	273	273	0.0	0	0	StaffText	2/2	1	1	0									con accrescimento													
67	66	273	273	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	727	Tag	day										125						
67	66	274	274	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	728												125						
67	66	275	275	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	729																		
67	66	276	276	0.0	3/4	3/4	Spanner	2/2	1	1	0																				23		
67	66	276	276	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	730	ist	is														23		
67	66	273	273	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	731												126						
67	66	274	274	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	732												126						
67	66	275	275	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	733												126						
67	66	276	276	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	734																		
67	66	273	273	4.0	0	0	Chord	2/2	2	2	1		1	1	735																		
67	66	273	273	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	736												124						
67	66	275	275	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	737																		
67	66	273	273	4.0	0	0	Chord	2/2	3	2	1		1	1	738																		
68	67	277	277	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	739	schön	bright		articAccentAbove								127				23		
68	67	278	278	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	740												127				23		
