mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va	Ottava:8vb	pedal	Pedal_<sym>keyboardPedalPed</sym>
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1403	-nem	can																	
115	115	458	458	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1404	Sturm	now																	
115	115	459	459	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1405	er-	be-										216							
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1406																			
115	115	456	456	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1407												215							
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1408												215							
115	115	457	457	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1409												215							
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1410												215							
115	115	458	458	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1411												215							
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1412												215							
115	115	459	459	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1413												215							
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1414												215							
115	115	456	456	4.0	0	0	Chord	4/4	3	1	1			1	1	1415												193							
115	115	456	456	0.5	0	0	Chord	4/4	3	2	1/8			1/8	1	1416																			
115	115	913/2	913/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8			1/8	1	1417																			
115	115	457	457	0.5	1/4	1/4	Chord	4/4	3	2	1/8			1/8	1	1418																			
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8			1/8	1	1419																			
115	115	458	458	0.5	1/2	1/2	Chord	4/4	3	2	1/8			1/8	1	1420																			
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8			1/8	1	1421																			
115	115	459	459	0.5	3/4	3/4	Chord	4/4	3	2	1/8			1/8	1	1422																			
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8			1/8	1	1423																			
116	116	460	460	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1424	-schrek-	-tide																	
116	116	462	462	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1425	-ket,	them,																	
116	116	463	463	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1426	von	for																	
116	116	460	460	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1427												215							
116	116	921/2	921/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1428												215							
116	116	461	461	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1429												215							
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1430												215							
116	116	462	462	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1431												215							
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1432												215							
116	116	463	463	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1433												215							
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1434												215							
116	116	460	460	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1435												193							
116	116	462	462	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1436												193							
116	116	463	463	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1437																			
116	116	460	460	0.5	0	0	Chord	4/4	3	2	1/8			1/8	1	1438																			
116	116	921/2	921/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8			1/8	1	1439																			
116	116	461	461	0.5	1/4	1/4	Chord	4/4	3	2	1/8			1/8	1	1440																			
116	116	923/2	923/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8			1/8	1	1441																			
116	116	462	462	0.5	1/2	1/2	Chord	4/4	3	2	1/8			1/8	1	1442																			
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8			1/8	1	1443																			
116	116	463	463	0.5	3/4	3/4	Chord	4/4	3	2	1/8			1/8	1	1444																			
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8			1/8	1	1445																			
117	117	464	464	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	1446	Got-	God's																	
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1447	-tes	own																	
117	117	466	466	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1448	Hand	hand																	
117	117	467	467	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1449	be-	will										217							
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1450																			
117	117	464	464	0.0	0	0	StaffText	4/4	2	1	0										morendo							215							
117	117	464	464	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1451												215							
117	117	929/2	929/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1452												215							
117	117	465	465	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1453												215							
117	117	931/2	931/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1454												215							
117	117	466	466	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1455												215							
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1456												215							
117	117	467	467	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1457												215							
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1458																			
117	117	464	464	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1459												218							
117	117	466	466	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1460												218							
117	117	464	464	4.0	0	0	Chord	4/4	3	2	1			1	1	1461																			
118	118	468	468	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1462	-dek-	guide																	
118	118	470	470	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1463	-ket,	them																	
118	118	471	471	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1464	sie	all										219							
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1465																			
118	118	468	468	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1466												220							
118	118	470	470	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1467												220							
118	118	471	471	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1468												220							
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1469																			
118	118	468	468	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	1470																			
118	118	470	470	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	1471																			
118	118	471	471	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	1472																			
118	118	468	468	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1473																			
118	118	470	470	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1474																			
118	118	471	471	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1475																			
119	119	472	472	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1476	ruh'n,	safe										221							
119	119	474	474	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1477																			
119	119	475	475	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1478	sie	they																	
119	119	472	472	0.0	0	0	Dynamic	4/4	2	1	0								other-dynamics																
119	119	472	472	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	1479												222							
119	119	947/2	947/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1480												222							
119	119	474	474	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1481																			
119	119	475	475	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1482																			
119	119	472	472	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1483												223							
119	119	945/2	945/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	1484												223							
119	119	473	473	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	1485												223							
119	119	947/2	947/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	1486												223							
119	119	474	474	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1487												223							
119	119	949/2	949/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1488												223							
119	119	475	475	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	1489												223							
119	119	951/2	951/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	1490																			
119	119	472	472	4.0	0	0	Chord	4/4	3	1	1			1	1	1491																			
120	120	476	476	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1492	ruh'n	rest,										224							
120	120	478	478	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1493																			
120	120	479	479	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1494	wie	as																	
120	120	476	476	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	1495												225							
120	120	955/2	955/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1496												225							
120	120	478	478	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1497																			
120	120	479	479	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1498												226							
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1499																			
120	120	476	476	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1500												227							
120	120	953/2	953/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	1501												227							
120	120	477	477	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	1502												227							
120	120	955/2	955/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	1503												227							
120	120	478	478	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1504												227							
120	120	957/2	957/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1505												227							
120	120	479	479	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	1506												227							
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	1507																			
120	120	476	476	4.0	0	0	Chord	4/4	3	1	1			1	1	1508																			
121	121	480	480	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1509	in	on										228							
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1510																			
121	121	481	481	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1511	der	their										229							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1512																			
121	121	482	482	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1513	Mut-	mo-																	
121	121	483	483	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1514	-ter	-ther's																	
121	121	480	480	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1515												230							
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1516																			
121	121	481	481	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1517												231							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1518																			
121	121	482	482	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1519												232							
121	121	483	483	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1520																			
121	121	480	480	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1521												233							
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	1522												233							
121	121	481	481	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	1523												233							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	1524												233							
121	121	482	482	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1525												233							
121	121	965/2	965/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1526												233							
121	121	483	483	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	1527												233							
121	121	967/2	967/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	1528																			
121	121	480	480	4.0	0	0	Chord	4/4	3	1	1			1	1	1529																			
122	122	484	484	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1530	Haus,	breast,																	
122	122	487	487	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1531	wie	as										234							
122	122	975/2	975/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1532																			
122	122	484	484	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1533												235							
122	122	486	486	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1534																			
122	122	487	487	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1535												236							
122	122	975/2	975/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1536																			
122	122	484	484	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	1537																			
122	122	969/2	969/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	1538																			
122	122	485	485	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	1539																			
122	122	971/2	971/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	1540																			
122	122	486	486	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	1541																			
122	122	973/2	973/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	1542																			
122	122	487	487	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	1543																			
122	122	484	484	4.0	0	0	Chord	4/4	3	1	1			1	1	1544																			
123	123	488	488	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1545	in	on										237							
123	123	977/2	977/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1546																			
123	123	489	489	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1547	der	their																	
123	123	490	490	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1548	Mut-	mo-										238							
123	123	981/2	981/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1549																			
123	123	491	491	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1550	-ter	-ther's																	
123	123	488	488	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1551												239							
123	123	977/2	977/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1552												239							
123	123	489	489	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1553																			
123	123	490	490	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1554												240							
123	123	981/2	981/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1555												240							
123	123	491	491	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1556																			
123	123	488	488	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1557												241							
123	123	977/2	977/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1558												241							
123	123	489	489	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1559												241							
123	123	979/2	979/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1560												241							
123	123	490	490	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1561												241							
123	123	981/2	981/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1562												241							
123	123	491	491	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1563												241							
123	123	983/2	983/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1564																			
123	123	488	488	4.0	0	0	Chord	4/4	3	2	1			1	1	1565																			
124	124	492	492	4.0	0	0	Chord	4/4	1	1	1			1	1	1566	Haus.	breast!																	
124	124	492	492	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1567												242							
124	124	985/2	985/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1568												242							
124	124	493	493	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1569												242							
124	124	987/2	987/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1570												242							
124	124	495	495	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1571				articAccentAbove								243							
124	124	492	492	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1572																			
124	124	985/2	985/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1573																			
124	124	493	493	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1574																			
124	124	987/2	987/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1575																			
124	124	494	494	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1576																			
124	124	989/2	989/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1577																			
124	124	495	495	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1578																			
124	124	991/2	991/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1579																			
124	124	492	492	4.0	0	0	Chord	4/4	3	2	1			1	1	1580																			
125	125	496	496	0.0	0	0	StaffText	4/4	2	1	0										sehr getragen, zart							243							
125	125	496	496	0.0	0	0	StaffText	4/4	2	1	0										molto sostenuto, tenere							243							
125	125	496	496	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1581												243							
125	125	498	498	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1582												243, 244							
125	125	499	499	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1583												243, 244							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1584																			
125	125	496	496	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1585												245							
125	125	993/2	993/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1586												245							
125	125	497	497	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1587												245							
125	125	995/2	995/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1588												245							
125	125	498	498	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1589												245							
125	125	997/2	997/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1590												245							
125	125	499	499	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1591												245							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1592																			
125	125	496	496	4.0	0	0	Chord	4/4	3	2	1			1	1	1593																			
126	126	500	500	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1594												246							
126	126	502	502	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1595																			
126	126	503	503	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1596																			
126	126	500	500	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1597												247							
126	126	1001/2	1001/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1598												247							
126	126	501	501	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1599												247							
126	126	1003/2	1003/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1600												247							
126	126	502	502	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1601												247							
126	126	1005/2	1005/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1602												247							
126	126	503	503	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1603												247							
126	126	1007/2	1007/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1604																			
126	126	500	500	4.0	0	0	Chord	4/4	3	2	1			1	1	1605																			
127	127	504	504	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1606																			
127	127	506	506	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1607												248							
127	127	507	507	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1608												248							
127	127	1015/2	1015/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1609																			
127	127	504	504	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1610												249							
127	127	1009/2	1009/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1611												249							
127	127	505	505	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1612												249							
127	127	1011/2	1011/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1613												249							
127	127	506	506	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1614												249							
127	127	1013/2	1013/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1615												249							
127	127	507	507	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1616												249							
127	127	1015/2	1015/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1617																			
127	127	504	504	4.0	0	0	Chord	4/4	3	2	1			1	1	1618																			
128	128	508	508	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1619												250							
128	128	510	510	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1620																			
128	128	511	511	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1621												251							
128	128	1023/2	1023/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1622																			
128	128	508	508	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	1623												252							
128	128	510	510	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	1624																			
128	128	511	511	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	1625																			
128	128	508	508	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1626												253							
128	128	510	510	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1627																			
128	128	511	511	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1628				articAccentAbove															
128	128	508	508	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	1629																			
129	129	512	512	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1630												254							
129	129	514	514	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1631																			
129	129	512	512	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	1632				articAccentAbove															
129	129	515	515	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1633				articAccentAbove															
129	129	512	512	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	1634												255							
129	129	514	514	2.0	1/2	1/2	Chord	4/4	3	2	1/2			1/2	1	1635																			
130	130	516	516	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1636												256							
130	130	518	518	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1637																			
130	130	516	516	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1638				articAccentAbove															
130	130	517	517	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1639				articAccentAbove															
130	130	518	518	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1640				articAccentAbove															
130	130	519	519	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1641				articAccentAbove															
130	130	516	516	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	1642																			
130	130	518	518	2.0	1/2	1/2	Chord	4/4	3	2	1/2			1/2	1	1643																			
130	130	516	516	2.0	0	0	Chord	4/4	3	3	1/2			1/2	1	1644												257							
130	130	518	518	1.0	1/2	1/2	Chord	4/4	3	3	1/4			1/4	1	1645												257							
130	130	519	519	1.0	3/4	3/4	Chord	4/4	3	3	1/4			1/4	1	1646																			
131	131	520	520	4.0	0	0	Chord	4/4	3	1	1			1	1	1647																			
131	131	520	520	2.0	0	0	Chord	4/4	3	2	1/2			1/2	1	1648												258							
131	131	522	522	2.0	1/2	1/2	Chord	4/4	3	2	1/2			1/2	1	1649																			
132	132	524	524	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1650												259							
132	132	526	526	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1651												259							
132	132	527	527	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1652																			
132	132	524	524	4.0	0	0	Chord	4/4	3	2	1			1	1	1653																			
133	133	528	528	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1654												260							
133	133	1057/2	1057/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1655												260							
133	133	529	529	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1656												260							
133	133	1059/2	1059/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1657												260							
133	133	530	530	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1658												260							
133	133	1061/2	1061/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1659												260							
133	133	531	531	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1660												260							
133	133	1063/2	1063/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1661																			
133	133	528	528	0.0	0	0	Dynamic	4/4	3	1	0								other-dynamics																
133	133	528	528	0.0	0	0	Spanner	4/4	3	1	0																							2	2
133	133	528	528	4.0	0	0	Chord	4/4	3	1	1			1	1	1662																		2	2
134	134	1067/2	1067/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1663												261							
134	134	534	534	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1664												261							
134	134	1069/2	1069/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1665												261							
134	134	535	535	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1666												261							
134	134	1071/2	1071/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1667												261							
134	134	532	532	0.0	0	0	Spanner	4/4	3	1	0																								
134	134	532	532	0.0	0	0	Spanner	4/4	3	1	0																							3	3
134	134	532	532	4.0	0	0	Chord	4/4	3	1	1			1	1	1668																		3	3
135	135	536	536	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1669												261							
135	135	1073/2	1073/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1670												261							
135	135	537	537	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1671												261							
135	135	1075/2	1075/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1672																			
135	135	539	539	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1673												262							
135	135	1079/2	1079/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1674												262							
135	135	536	536	0.0	0	0	Spanner	4/4	3	1	0																								
135	135	536	536	0.0	0	0	Spanner	4/4	3	1	0																							4	4
135	135	536	536	4.0	0	0	Chord	4/4	3	1	1			1	1	1675																		4	4
136	136	540	540	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1676												262							
