mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
22	22	0	0	3/2	3	1		viio7/VI	c	i	VI	viio7/VI		vii	o	7		VI			o7	1	1	1, -2, -5, -8		1	1
23	23	0	0	3/2	3	2		VI]	c	i	VI	VI		VI							M	1	1	-4, 0, -3		-4	-4
24	24	0	0	3/2	3	2		V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
24	24	1	1	3/2	3	2		ii65/VI	c	i		ii65/VI		ii		65		VI			mm7	1	1	-5, -1, -4, -2		-2	-5
25	25	0	0	3/2	3	2		V7/VII	c	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
25	25	1	1	3/2	3	2		bVI/VII	c	i		bVI/VII		bVI				VII			M	1	1	-6, -2, -5		-6	-6
26	26	0	0	3/2	3	2		V65/VI	c	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
27	27	0	0	4/4	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	3/4	3/4	3/2	3	1		Ger7	c	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
29	29	1	1	3/2	3	1		bII6	c	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
30	30	0	0	3/2	3	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
30	30	1	1	3/2	3	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
31	31	0	0	3/2	3	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
31	31	1	1	3/2	3	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
32	32	0	0	3/2	3	2		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
32	32	1/2	1/2	3/2	3	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	33	0	0	4/4	3	3		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
33	33	1/2	1/2	4/4	3	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
34	34	0	0	4/4	3	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
34	34	1/2	1/2	4/4	3	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
35	35	0	0	4/4	3	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
35	35	1/2	1/2	4/4	3	2		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
36	36	0	0	4/4	3	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
36	36	1/2	1/2	4/4	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	0	0	4/4	3	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
37	37	1/2	1/2	4/4	3	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
38	38	0	0	4/4	3	1		V7/VI	c	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
38	38	1/2	1/2	4/4	3	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
39	39	0	0	4/4	3	2		V7/V	c	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
39	39	1/2	1/2	4/4	3	2		V|HC}	c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
40	40	0	0	3/2	3	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
40	40	1	1	3/2	3	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
41	41	0	0	3/2	3	2		i	c	i		i		i							m	1	1	0, -3, 1		0	0
41	41	1	1	3/2	3	2		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	42	0	0	4/4	3	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
42	42	1/2	1/2	4/4	3	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
42	42	3/4	3/4	4/4	3	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
43	43	0	0	4/4	3	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
43	43	1/2	1/2	4/4	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	44	0	0	4/4	3	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
44	44	1/2	1/2	4/4	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	45	0	0	4/4	3	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
45	45	1/2	1/2	4/4	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
47	47	0	0	4/4	3	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	47	1/2	1/2	4/4	3	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
48	48	0	0	3/2	3	1		v/v	c	i		v/v		v				v			m	1	1	2, -1, 3		2	2
48	48	0	0	3/2	3	2		v[v	c	i	v	v		v							m	1	1	1, -2, 2		1	1
49	49	0	0	3/2	3	1		v	c	i	v	v		v							m	1	1	1, -2, 2		1	1
49	49	0	0	3/2	3	1		v/v	c	i	v	v/v		v				v			m	1	1	2, -1, 3		2	2
50	50	0	0	3/2	3	2		v	c	i	v	v		v							m	1	1	1, -2, 2		1	1
50	50	1/2	1/2	3/2	3	1		V7]	c	i	v	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	51	0	0	3/2	3	2		VI[VI|DC	c	i	VI	VI		VI					DC		M	1	1	-4, 0, -3		-4	-4
52	52	0	0	3/2	3	1		IV64/VI	c	i	VI	IV64/VI		IV		64		VI			M	1	1	-4, -5, -1		-5	-4
53	53	0	0	3/2	3	1		viio7/VI	c	i	VI	viio7/VI		vii	o	7		VI			o7	1	1	1, -2, -5, -8		1	1
54	54	0	0	3/2	3	1		VI]	c	i	VI	VI		VI							M	1	1	-4, 0, -3		-4	-4
55	55	0	0	3/2	3	1		V43/iv	c	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
55	55	1	1	3/2	3	1		ii65/VI	c	i		ii65/VI		ii		65		VI			mm7	1	1	-5, -1, -4, -2		-2	-5
56	56	0	0	3/2	3	1		V7/VII	c	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
56	56	1	1	3/2	3	1		bVI/VII	c	i		bVI/VII		bVI				VII			M	1	1	-6, -2, -5		-6	-6
57	57	0	0	3/2	3	1		V65/VI	c	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
58	58	0	0	4/4	3	1		viio2(9)/V	c	i		viio2(9)/V		vii	o	2	9	V			o7	1	1	-3, 6, 3, 0	1	6	-3
59	59	0	0	4/4	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	60	1	1	3/2	3	1		bII6	c	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
61	61	0	0	3/2	3	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
61	61	1	1	3/2	3	2		V	c	i		V		V							M	1	1	1, 5, 2		1	1
62	62	0	0	3/2	3	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
62	62	1	1	3/2	3	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
63	63	0	0	3/2	3	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
63	63	1/2	1/2	3/2	3	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
64	64	0	0	3/2	3	2		i[i|PAC}{	c	i	i	i		i					PAC	}{	m	1	1	0, -3, 1		0	0
64	64	1/2	1/2	3/2	3	2		V	c	i	i	V		V							M	1	1	1, 5, 2		1	1
65	65	0	0	4/4	3	3		i	c	i	i	i		i							m	1	1	0, -3, 1		0	0
65	65	1/2	1/2	4/4	3	3		V]	c	i	i	V		V							M	1	1	1, 5, 2		1	1
67	67	0	0	4/4	3	3		i	c	i		i		i							m	1	1	0, -3, 1		0	0
67	67	3/4	3/4	4/4	3	3		VI64	c	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
68	68	0	0	4/4	3	2		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
69	69	0	0	4/4	3	2		V|HC}	c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
